Date,open,high,low,close,volume
2021-01-12 00:00:00-05:00,353.68482550183654,354.5902701047907,351.32310327167943,353.5727844238281,52547700
2021-01-13 00:00:00-05:00,353.49813377625406,355.5237613452979,352.7140171217111,354.52496337890625,45303600
2021-01-14 00:00:00-05:00,355.27172573626217,355.77581089223776,352.9473789690196,353.2834167480469,49989100
2021-01-15 00:00:00-05:00,351.65919735021674,352.4619733044625,348.8401091438219,350.7070617675781,107160000
2021-01-19 00:00:00-05:00,353.1714400392003,354.0022476674901,351.68721605615525,353.4608154296875,51233300
2021-01-20 00:00:00-05:00,355.7571424001168,359.19235686721606,355.3650983033549,358.35223388671875,61836100
2021-01-21 00:00:00-05:00,358.91229363565395,359.3417132448048,357.7547921391025,358.6789245605469,47840100
2021-01-22 00:00:00-05:00,356.82135964624223,358.576299864494,356.4386308975861,357.4094543457031,52860500
2021-01-25 00:00:00-05:00,358.1468656490129,359.1736667921993,353.2834336002094,358.8189697265625,70402000
2021-01-26 00:00:00-05:00,359.7711996170395,360.18193157696527,358.0256030310765,358.25897216796875,42665300
2021-01-27 00:00:00-05:00,354.9263637345536,355.01971706304266,347.2625312057877,349.50286865234375,123351100
2021-01-28 00:00:00-05:00,351.3231338347947,356.5226037699403,350.88442731269146,352.5086669921875,94198100
2021-01-29 00:00:00-05:00,350.6417872918386,351.61261084227345,343.77138533963864,345.45166015625,126765100
2021-02-01 00:00:00-05:00,348.85868707888625,352.23786598204646,345.74088034261604,351.20172119140625,75817600
2021-02-02 00:00:00-05:00,354.3943082588558,357.72682583158235,351.2858443927636,356.16790771484375,64450700
2021-02-03 00:00:00-05:00,356.99862349028143,358.17481256318405,355.1690182004352,356.4478759765625,52427100
2021-02-04 00:00:00-05:00,357.48403764334273,360.54583844042634,356.55990532114595,360.4991760253906,47142600
2021-02-05 00:00:00-05:00,362.3755135819587,362.62754192923927,360.45255466954404,361.9180908203125,48669800
2021-02-08 00:00:00-05:00,363.3743303003986,364.57852277431755,362.5155480071299,364.5318603515625,38365200
2021-02-09 00:00:00-05:00,363.69159363076557,364.8864703340781,363.28089037328755,364.2890319824219,35551100
2021-02-10 00:00:00-05:00,366.03476248455763,366.18412212748876,361.7221060618875,364.1304626464844,59154400
2021-02-11 00:00:00-05:00,365.213277702474,365.63335345454,362.28217677979495,364.7185363769531,42913300
2021-02-12 00:00:00-05:00,363.91585599720855,366.7629482149384,363.84116191669295,366.520263671875,50593300
2021-02-16 00:00:00-05:00,367.7523022937143,367.94835282080294,365.48396180113076,366.2027282714844,50972400
2021-02-17 00:00:00-05:00,364.44785462236365,366.53883256205916,363.4303403165047,366.28680419921875,52290600
2021-02-18 00:00:00-05:00,363.67307236862246,365.4746750089571,361.94613530686405,364.7279052734375,59712800
2021-02-19 00:00:00-05:00,365.98803975869316,366.2774151168697,363.6356613794077,364.083740234375,83241000
2021-02-22 00:00:00-05:00,361.3113588642894,363.7010560751068,361.01263959107774,361.2833557128906,67414200
2021-02-23 00:00:00-05:00,359.07103736191505,363.0756591158048,354.907740572143,361.72210693359375,107284100
2021-02-24 00:00:00-05:00,360.62995453782383,366.13748853769215,359.6404717519869,365.70806884765625,72433900
2021-02-25 00:00:00-05:00,364.438532027057,365.810743501983,355.4491495573829,356.8960266113281,146670500
2021-02-26 00:00:00-05:00,358.7816272202917,359.9297848553106,353.0687567328293,355.0570373535156,152701600
2021-03-01 00:00:00-05:00,359.9391348464769,364.9145796408334,355.2530939230072,363.6636962890625,105348800
2021-03-02 00:00:00-05:00,363.88775955697247,364.1211286457314,360.3218730437514,360.8259582519531,79595300
2021-03-03 00:00:00-05:00,360.1258878731515,361.0966828708714,355.9439031187562,356.0466003417969,119940200
2021-03-04 00:00:00-05:00,355.8598978334079,358.45496125717835,347.1412311004892,351.6405944824219,183433000
2021-03-05 00:00:00-05:00,355.1503950992835,359.16436039451537,347.85063187865177,358.1095275878906,152039600
2021-03-08 00:00:00-05:00,359.0709604074307,361.8900482908478,356.0465066194313,356.3265380859375,123149200
2021-03-09 00:00:00-05:00,360.1817756010875,363.97168646400985,359.677690507209,361.4139709472656,113633600
2021-03-10 00:00:00-05:00,363.7663934988811,365.3626300474982,362.3475197320477,363.6636962890625,109899400
2021-03-11 00:00:00-05:00,366.1374746877618,369.32994816283093,365.6800518602389,367.3509826660156,86245000
2021-03-12 00:00:00-05:00,365.988063865654,367.98568835649854,365.17594403357333,367.8456726074219,64653600
2021-03-15 00:00:00-04:00,368.0977512494196,370.3007704564928,365.9507668370694,370.0393981933594,73427200
2021-03-16 00:00:00-04:00,370.655498447022,371.3649211729853,368.7978609520479,369.5726623535156,73722500
2021-03-17 00:00:00-04:00,368.2844240106245,371.6356006957716,367.13623784220084,370.83282470703125,97959300
2021-03-18 00:00:00-04:00,368.237776582105,370.3287545797214,364.75589939193253,365.4373474121094,115349100
2021-03-19 00:00:00-04:00,365.13574666256363,366.71849082891276,362.57899949059845,364.7611389160156,113624500
2021-03-22 00:00:00-04:00,365.2763340258947,369.05993917252704,365.2201442755621,367.6738586425781,73778600
2021-03-23 00:00:00-04:00,367.0369263591319,368.48854216406016,363.9931918294677,364.7798767089844,90686600
2021-03-24 00:00:00-04:00,366.1846847460537,367.82361875706545,362.8787218556425,362.925537109375,97588600
2021-03-25 00:00:00-04:00,361.4833173294105,365.76325496649565,359.5353110691454,364.96722412109375,116128600
2021-03-26 00:00:00-04:00,366.1190902486819,371.25130490208966,365.519723579064,370.8486022949219,114409100
2021-03-29 00:00:00-04:00,369.36892521787905,371.569785365303,367.8798399047054,370.6613464355469,108107600
2021-03-30 00:00:00-04:00,369.3876858323405,370.3523145340844,368.0765156056449,369.6780090332031,76262200
2021-03-31 00:00:00-04:00,370.24917149456826,372.7403541757832,370.2210766312015,371.17633056640625,112734200
2021-04-01 00:00:00-04:00,373.11502193486143,375.2409717344866,372.90898337676424,375.18475341796875,99682900
2021-04-05 00:00:00-04:00,377.85388217916733,381.11302977511093,377.7789720579834,380.56982421875,91684800
2021-04-06 00:00:00-04:00,380.0079238420964,381.3939754285536,379.670756847593,380.3450622558594,62021000
2021-04-07 00:00:00-04:00,380.17650659126247,381.1317607116918,379.71761420704763,380.7852478027344,55836300
2021-04-08 00:00:00-04:00,382.04013051081506,382.64887161223606,381.1035969453254,382.5926818847656,57863100
2021-04-09 00:00:00-04:00,382.47097521271746,385.5428043143524,382.3492212703383,385.37420654296875,61104600
2021-04-12 00:00:00-04:00,384.7748399171258,385.786283641801,384.1660987859309,385.51470947265625,56704900
